Wave/freq,Total,CO2,N2,CO,O2,SO2,H2O,O3,Volcanic,Rayleigh,CIA,wavelength,Total_normalized,peak_index,planet,N2O,CH4,Dust,WaterIce,H2,He,C2H6,C2H2,Ammonia,NH3,C2H4
0.6416129075,2.01728e-24,,,,,,0.975548,,,0.609936,0.999591,6416.129075,0.8120833467521175,50,jupiter,,0.982266,,,0.999983,0.999999,0.999999,0.999999,3.45291e-24,0.999999,0.999999
0.6611035096,2.0697100000000002e-24,,,,,,0.962829,,,0.644922,0.999477,6611.035096,0.8331897523429197,56,jupiter,,0.929989,,,0.999977,0.999999,0.999999,0.999999,3.58598e-24,0.999999,0.999999
0.6777972017,2.3960700000000003e-24,,,,,,0.998106,,,0.672345,0.999977,6777.972017,0.9645703842066279,61,jupiter,,0.995651,,,0.999999,0.999999,0.999999,0.999999,3.5861800000000004e-24,0.999999,0.999999
0.6983869925,1.4903100000000002e-24,,,,,,0.680551,,,0.703141,0.99906,6983.869925,0.5999444462336158,67,jupiter,,0.892132,,,0.999999,0.999999,0.999999,0.999999,3.4942200000000004e-24,0.999999,0.999999
0.71245984,1.94613e-24,,,,,,0.834867,,,0.722394,0.999074,7124.5984,0.7834409519822227,71,jupiter,,0.940894,,,0.999999,0.999999,0.999999,0.999999,3.4327300000000005e-24,0.999999,0.999999
0.752639606,2.48408e-24,,,,,,0.995475,,,0.770196,0.999798,7526.39606,1.0,82,jupiter,,0.99313,,,0.999974,0.999999,0.999999,0.999999,3.2630500000000004e-24,0.999999,0.999999
0.8070713542,1.4569000000000002e-24,,,,,,0.797054,,,0.820796,0.994692,8070.7135419999995,0.5864947988792631,96,jupiter,,0.735071,,,0.99951,0.999999,0.999999,0.999999,3.04649e-24,0.999999,0.999999
0.8483450899,1.8429200000000003e-24,,,,,,0.929706,,,0.850642,0.992336,8483.450899,0.7418923706160833,106,jupiter,,0.813286,,,0.998057,0.999999,0.999999,0.999999,2.8919100000000003e-24,0.999999,0.999999
0.8741157008,5.19834e-25,,,,,,0.992409,,,0.866308,0.999357,8741.157008,0.20926620720749733,112,jupiter,,0.215828,,,0.999913,0.999999,0.999999,0.999999,2.7993900000000002e-24,0.999999,0.999999
0.9234121836,2.49635e-25,,,,,,0.129918,,,0.891155,0.984456,9234.121836,0.10049394544459114,123,jupiter,,0.832593,,,0.999999,0.999999,0.999999,0.999999,2.6305900000000003e-24,0.999999,0.999999
1.061806378,1.34904e-25,,,,,,0.975072,,,0.936209,0.431918,10618.06378,0.054307429712408616,151,jupiter,,0.999999,,,0.999999,0.999999,0.999999,0.999999,2.20914e-24,0.15298,0.999999
